name,piste:difficulty,piste:type,geometry,ski_hill
Green Run,easy,downhill,"LINESTRING (-115.760965 51.074164, -115.760772 51.073841, -115.760733 51.073775, -115.760725 51.073678, -115.76072 51.073615, -115.760715 51.073557, -115.76071 51.073497, -115.760739 51.073395, -115.760742 51.07325, -115.760791 51.073081, -115.760779 51.07295, -115.760776 51.072286, -115.760729 51.071322, -115.760773 51.071119, -115.760794 51.070897, -115.760925 51.070499, -115.761012 51.070296, -115.760979 51.070032, -115.76096 51.069857, -115.760853 51.069536, -115.760707 51.069439, -115.76063 51.069353, -115.76063 51.069229, -115.760716 51.069137, -115.760999 51.068943, -115.76166 51.068679, -115.762673 51.068517, -115.76372 51.068447, -115.764647 51.068469, -115.767162 51.068781, -115.767385 51.068808, -115.768406 51.068932, -115.768973 51.069062, -115.76907 51.069144, -115.76935 51.06938, -115.76987 51.069744, -115.770174 51.069957, -115.771011 51.070739, -115.771812 51.071567, -115.772198 51.072076, -115.772214 51.072098, -115.772269 51.07217, -115.772829 51.072899, -115.772921 51.073032, -115.77367 51.073362, -115.774409 51.073729, -115.775263 51.074123, -115.775744 51.074414, -115.776289 51.074727, -115.776622 51.074932, -115.776924 51.075107, -115.777236 51.075262, -115.777599 51.075544, -115.777865 51.07576, -115.777908 51.075806, -115.777998 51.0759, -115.778285 51.076202, -115.780337 51.077572, -115.780456 51.077643)",sunshine
Snowsnake,intermediate,downhill,"LINESTRING (-115.782208 51.07144, -115.782302 51.071435, -115.782465 51.071543, -115.782543 51.072055, -115.782592 51.072189, -115.782766 51.072664, -115.782955 51.073069, -115.782834 51.073317, -115.782772 51.073376, -115.782731 51.073414, -115.782731 51.073635, -115.782568 51.074002, -115.782285 51.074552, -115.782248 51.074658, -115.782165 51.074897, -115.782139 51.07535, -115.782173 51.076234, -115.782139 51.077011, -115.782285 51.077345, -115.782199 51.077734, -115.782199 51.077917, -115.782371 51.078284)",sunshine
,advanced,downhill,"LINESTRING (-115.614495 51.20709, -115.613611 51.207692, -115.612864 51.208058, -115.61192 51.208579, -115.61095 51.209101)",norquay
,advanced,downhill,"LINESTRING (-115.61095 51.209101, -115.609688 51.209251, -115.608177 51.209348, -115.607088 51.20952, -115.606032 51.209708, -115.605826 51.209762, -115.604916 51.210015, -115.60404 51.21038, -115.603817 51.210676, -115.603663 51.211123)",norquay
,intermediate,downhill,"LINESTRING (-115.61095 51.209101, -115.610993 51.209574, -115.610795 51.209988, -115.610564 51.210418, -115.610452 51.210827, -115.610152 51.211171, -115.609139 51.21159, -115.608366 51.211848, -115.607457 51.211945, -115.606761 51.211994, -115.60586 51.212155, -115.60483 51.212155, -115.604075 51.212101, -115.6038 51.211709)",norquay
,advanced,downhill,"LINESTRING (-115.610993 51.209574, -115.610152 51.209751, -115.608907 51.209977, -115.607903 51.210085, -115.606169 51.210235, -115.606032 51.210246, -115.605259 51.210235, -115.60404 51.21038)",norquay
,easy,downhill,"LINESTRING (-115.609463 51.213022, -115.608718 51.212762, -115.607989 51.212375, -115.607457 51.211945, -115.607027 51.211418, -115.606169 51.210235, -115.605826 51.209762, -115.605654 51.209483, -115.605654 51.209332, -115.605843 51.209009, -115.606083 51.208794, -115.606083 51.208649, -115.606015 51.208515, -115.605714 51.208488, -115.604719 51.208509, -115.604058 51.208509)",norquay
,intermediate,downhill,"LINESTRING (-115.608263 51.205622, -115.60792 51.206202, -115.607714 51.206342, -115.607448 51.206525, -115.60695 51.20674, -115.606203 51.207052, -115.605517 51.207396, -115.605302 51.207708, -115.605199 51.208031, -115.604701 51.208273, -115.604058 51.208509)",norquay
,easy,downhill,"LINESTRING (-115.603259 51.208703, -115.603139 51.208934, -115.60324 51.209098, -115.603328 51.209241, -115.603628 51.209617, -115.603689 51.210171, -115.603517 51.211149)",norquay
Bruno's Gulley,intermediate,downhill,"LINESTRING (-115.615216 51.206912, -115.615731 51.207165, -115.615988 51.207369, -115.616014 51.207665, -115.615731 51.20838, -115.615413 51.20944, -115.614941 51.210273, -115.614426 51.211036, -115.613722 51.21152, -115.612838 51.211779)",norquay
,intermediate,downhill,"LINESTRING (-115.614812 51.207057, -115.614649 51.208106, -115.614641 51.20824, -115.614531 51.20902, -115.614469 51.209456, -115.614014 51.210354, -115.613707 51.210762, -115.613379 51.211198, -115.612838 51.211779, -115.612237 51.212467, -115.611868 51.212843, -115.611379 51.213112, -115.610804 51.21315, -115.610203 51.213133, -115.609463 51.213022)",norquay
,intermediate,downhill,"LINESTRING (-115.612864 51.208058, -115.613058 51.208335, -115.613112 51.208594, -115.612709 51.208822, -115.61216 51.209283, -115.61203 51.209453, -115.612018 51.209734, -115.612036 51.210075, -115.611776 51.210393, -115.61138 51.21063, -115.610943 51.211137, -115.610797 51.211481, -115.610735 51.211628, -115.610512 51.212112, -115.610049 51.21258, -115.609765 51.212784, -115.609463 51.213022)",norquay
,intermediate,downhill,"LINESTRING (-115.610735 51.211628, -115.609568 51.212235, -115.608693 51.212558, -115.607834 51.212741, -115.606933 51.212795, -115.605817 51.212757, -115.604959 51.212623, -115.604401 51.212596, -115.603886 51.212434)",norquay
,easy,downhill,"LINESTRING (-115.608195 51.205272, -115.607903 51.205046, -115.60768 51.204826, -115.607251 51.204288, -115.606461 51.203342, -115.606335 51.20305, -115.606318 51.202709, -115.605972 51.202895, -115.605187 51.203241, -115.604687 51.203274, -115.604332 51.203094, -115.604272 51.203094)",norquay
,intermediate,downhill,"LINESTRING (-115.607903 51.205046, -115.605757 51.205407)",norquay
,intermediate,downhill,"LINESTRING (-115.605757 51.205407, -115.605139 51.205536, -115.60483 51.205584, -115.603989 51.205799, -115.603045 51.206176, -115.602101 51.206832, -115.601586 51.207315, -115.601466 51.207773, -115.601826 51.208294)",norquay
,easy,downhill,"LINESTRING (-115.59938 51.205138, -115.601466 51.207773)",norquay
,intermediate,downhill,"LINESTRING (-115.6061 51.205928, -115.605156 51.206106, -115.604556 51.206331, -115.603886 51.206654, -115.603199 51.20695, -115.60241 51.207289, -115.602135 51.207611, -115.601963 51.20824)",norquay
,intermediate,downhill,"LINESTRING (-115.606289 51.206235, -115.605242 51.206762, -115.604195 51.207364, -115.60344 51.207665, -115.602496 51.207934, -115.601998 51.208321)",norquay
,easy,downhill,"LINESTRING (-115.607714 51.206342, -115.607345 51.206235, -115.606856 51.206036, -115.606229 51.205821, -115.605139 51.205536, -115.604255 51.205363, -115.603354 51.205068, -115.601981 51.20503, -115.600736 51.20503, -115.599818 51.204998)",norquay
Cascade,easy,downhill,"LINESTRING (-115.604761 51.202745, -115.604272 51.203094, -115.603096 51.20346, -115.601526 51.204105, -115.600007 51.204804, -115.599766 51.204869)",norquay
,easy,downhill,"LINESTRING (-115.606229 51.205821, -115.605757 51.205407, -115.605414 51.204976, -115.604933 51.204826, -115.604101 51.204869, -115.603611 51.20503, -115.602942 51.205353, -115.602341 51.205891, -115.602041 51.206331, -115.602101 51.206832)",norquay
,easy,downhill,"LINESTRING (-115.604272 51.203094, -115.603955 51.203632, -115.6035 51.204213, -115.602942 51.204627, -115.602358 51.204869, -115.601981 51.20503)",norquay
,intermediate,downhill,"LINESTRING (-115.606461 51.203342, -115.60562 51.203718, -115.605019 51.204051)",norquay
,easy,downhill,"LINESTRING (-115.605187 51.203241, -115.605002 51.203578, -115.605019 51.204051, -115.604315 51.204562, -115.604101 51.204869)",norquay
,expert,downhill,"LINESTRING (-115.611156 51.19948, -115.609671 51.199964, -115.607551 51.20069, -115.606092 51.201147, -115.603972 51.201803)",norquay
,easy,downhill,"LINESTRING (-115.605294 51.202357, -115.604547 51.202331, -115.603817 51.20261, -115.602547 51.203094, -115.59914 51.204159)",norquay
,easy,downhill,"LINESTRING (-115.603972 51.201803, -115.60253 51.201793, -115.601414 51.201707, -115.600496 51.201492)",norquay
,advanced,downhill,"LINESTRING (-115.611113 51.199329, -115.609311 51.199448, -115.606933 51.199464, -115.605645 51.199437, -115.604118 51.199383, -115.603783 51.199373, -115.602324 51.199534, -115.601294 51.199717, -115.600496 51.200002, -115.600152 51.200448, -115.599895 51.201024)",norquay
,advanced,downhill,"LINESTRING (-115.611293 51.199104, -115.611032 51.198777, -115.609439 51.19863, -115.607946 51.198447, -115.60695 51.198377, -115.606143 51.198458, -115.605285 51.198646, -115.604804 51.198899, -115.604118 51.199383)",norquay
Bobcat,intermediate,downhill,"LINESTRING (-116.111694 51.436929, -116.111881 51.437139, -116.111967 51.437706, -116.112276 51.43808, -116.112954 51.438787, -116.113341 51.439349, -116.113684 51.43975, -116.11377 51.440247, -116.114027 51.440873, -116.114585 51.441274, -116.114978 51.44175, -116.115864 51.44246)",lakelouise
Exhibition,advanced,downhill,"LINESTRING (-116.124607 51.45431, -116.124285 51.454183, -116.11626 51.448513)",lakelouise
Wrong Turn,intermediate,downhill,"LINESTRING (-116.142225 51.45772, -116.142853 51.457609, -116.14347 51.457463, -116.144065 51.457278, -116.144559 51.457224, -116.144988 51.457183, -116.14531 51.457091, -116.145583 51.456958, -116.145917 51.45667)",lakelouise
Falling Star,intermediate,downhill,"LINESTRING (-115.112106 49.444292, -115.111699 49.443905, -115.111517 49.443747, -115.110969 49.443292, -115.110623 49.443019, -115.109804 49.442372, -115.109376 49.441821, -115.107839 49.441223, -115.107058 49.440644, -115.106872 49.440333, -115.106568 49.439824, -115.106312 49.439716, -115.105552 49.439549, -115.104853 49.43925, -115.103901 49.438533)",fernie
Deep Sea,advanced,downhill,"LINESTRING (-115.097839 49.443801, -115.096783 49.443533, -115.095926 49.444083, -115.096011 49.444773, -115.096233 49.4452)",fernie
Holo Hike,intermediate,downhill,"LINESTRING (-115.106233 49.463867, -115.10584 49.46418, -115.105241 49.464414, -115.104175 49.464729, -115.103842 49.464814, -115.102516 49.465038, -115.101476 49.46506, -115.099048 49.46512, -115.09731 49.465355, -115.096984 49.465394, -115.095812 49.465744, -115.09473 49.466169, -115.093694 49.466315, -115.092462 49.466095)",fernie
100%,intermediate,downhill,"LINESTRING (-115.099675 49.439971, -115.0999 49.440008, -115.1005 49.440215, -115.100641 49.440706, -115.101227 49.441024, -115.101801 49.441379, -115.101952 49.442156, -115.102336 49.442472, -115.102416 49.442968, -115.102536 49.443568, -115.102764 49.444694, -115.102751 49.444952)",fernie
Lower Bear,intermediate,downhill,"LINESTRING (-115.103842 49.464814, -115.103507 49.465311, -115.102871 49.465804, -115.102319 49.466636, -115.102165 49.467278, -115.102903 49.468489)",fernie
Elk,easy,downhill,"LINESTRING (-115.105803 49.463861, -115.105782 49.463993, -115.105335 49.464225, -115.104577 49.464418, -115.103504 49.464519, -115.102005 49.464484, -115.099573 49.46441, -115.097829 49.464127, -115.096825 49.464024, -115.095944 49.464017, -115.094622 49.463971, -115.093827 49.463923, -115.093406 49.463903, -115.091728 49.46369, -115.09113 49.463585, -115.090469 49.463451, -115.089663 49.46328, -115.087854 49.463161)",fernie
Bear,intermediate,downhill,"LINESTRING (-115.117624 49.46272, -115.116888 49.462502, -115.115719 49.462527, -115.113711 49.462759, -115.11175 49.463107, -115.109569 49.463395, -115.107521 49.463791, -115.106233 49.463867)",fernie
,intermediate,downhill,"LINESTRING (-115.099675 49.439971, -115.099501 49.439434, -115.099294 49.4388, -115.099853 49.4385, -115.100123 49.438193, -115.100405 49.437744)",fernie
Timber Trail,intermediate,downhill,"LINESTRING (-115.094695 49.446465, -115.093437 49.446852, -115.093078 49.447258, -115.092593 49.447894, -115.092031 49.448487, -115.09187 49.448647, -115.0918 49.448857, -115.091975 49.449026, -115.092221 49.449423, -115.092137 49.449665, -115.091854 49.449829, -115.090251 49.451337, -115.089651 49.45191, -115.089994 49.452097, -115.090418 49.452364, -115.090506 49.452483, -115.090541 49.452642, -115.090503 49.452975, -115.090573 49.453096, -115.090833 49.453206, -115.091194 49.453389, -115.091489 49.453649, -115.091526 49.453769, -115.091045 49.45456, -115.090245 49.455973, -115.089789 49.456774, -115.089312 49.457212, -115.089148 49.457462)",fernie
Old Timer,intermediate,downhill,"LINESTRING (-116.231242 50.445108, -116.232679 50.445909, -116.232821 50.44625, -116.232869 50.446365, -116.233176 50.4471, -116.233315 50.4484, -116.234402 50.450103, -116.235815 50.45126, -116.236126 50.451515, -116.236741 50.453004, -116.23689 50.453193, -116.237542 50.454023, -116.237805 50.454399, -116.238202 50.454994, -116.238131 50.455533, -116.23805 50.455892, -116.237986 50.456175, -116.23802 50.456349, -116.237915 50.456373)",panorama
Horseshoe,easy,downhill,"LINESTRING (-116.23015 50.44512, -116.229818 50.445316, -116.229177 50.445695, -116.228808 50.446246, -116.229653 50.447483, -116.230835 50.448989, -116.231631 50.449918, -116.231848 50.450172, -116.232895 50.451371, -116.233115 50.451623, -116.233694 50.452641, -116.233791 50.453559, -116.233537 50.454419, -116.233759 50.454636, -116.234424 50.455449, -116.236933 50.456047, -116.237142 50.456204, -116.237505 50.456546)",panorama
Powder Trail,intermediate,downhill,"LINESTRING (-116.228808 50.446246, -116.228525 50.446457, -116.22849 50.446836, -116.228805 50.44736, -116.228875 50.448375, -116.229191 50.449089, -116.2311 50.450672, -116.231415 50.451286, -116.231538 50.452602, -116.231835 50.453159, -116.232658 50.454096, -116.233236 50.454575, -116.233759 50.454636)",panorama
Lower Village Way,intermediate,downhill,"LINESTRING (-116.236726 50.438356, -116.236469 50.438524, -116.235524 50.438541, -116.235125 50.438633, -116.235001 50.438768, -116.235297 50.439036, -116.236147 50.43957, -116.236584 50.439907, -116.236906 50.439987, -116.23748 50.440404, -116.237975 50.440997, -116.238549 50.441246, -116.23917 50.441612, -116.239841 50.44223, -116.239674 50.442602, -116.239087 50.442885, -116.239078 50.443084, -116.239051 50.443719, -116.239022 50.444374, -116.239399 50.444957, -116.239816 50.44574, -116.239917 50.446149, -116.239969 50.446387, -116.24005 50.446752, -116.2401 50.446976, -116.240261 50.447598, -116.240606 50.448381, -116.240813 50.449274, -116.241181 50.450013, -116.241296 50.451154, -116.241227 50.451645, -116.241031 50.452347, -116.240782 50.453192, -116.241043 50.453884, -116.240829 50.454036, -116.240686 50.454189, -116.240416 50.454476, -116.239917 50.4547, -116.23948 50.454641, -116.239367 50.454794, -116.239333 50.454845, -116.238737 50.45508, -116.238131 50.455533)",panorama
Strobl Strasse,intermediate,downhill,"LINESTRING (-116.216066 50.449032, -116.217608 50.449835, -116.21915 50.450846, -116.221205 50.451947, -116.222467 50.45272, -116.223821 50.453434, -116.225209 50.4539, -116.225883 50.453709)",panorama
Lower Millennium,intermediate,downhill,"LINESTRING (-116.22919 50.438437, -116.229913 50.438515, -116.230497 50.43866, -116.230896 50.438886, -116.231446 50.439954, -116.231795 50.4403, -116.232368 50.440572, -116.234364 50.440955, -116.235787 50.440988)",panorama
Schober's Dream,intermediate,downhill,"LINESTRING (-116.21531 50.428354, -116.215316 50.428113, -116.215352 50.427915, -116.215733 50.427877, -116.216544 50.427832, -116.216962 50.427779, -116.217701 50.427703, -116.218667 50.427703, -116.219669 50.42787, -116.221283 50.428262, -116.22202 50.428346, -116.223247 50.428596, -116.223446 50.428684, -116.224097 50.428971, -116.224454 50.429166, -116.225963 50.429993, -116.226797 50.430503, -116.227157 50.430701, -116.228777 50.430879, -116.229007 50.430979, -116.229808 50.431327, -116.230496 50.431912, -116.230789 50.432161, -116.23089 50.432271, -116.231427 50.432859, -116.23173 50.433136, -116.232098 50.433474, -116.233146 50.434526, -116.233849 50.435485, -116.234569 50.436267, -116.235911 50.437486, -116.236726 50.438356)",panorama
Sun Bowl Trail,intermediate,downhill,"LINESTRING (-116.230789 50.432161, -116.231035 50.432088, -116.231591 50.431598, -116.231951 50.431045, -116.232582 50.430684, -116.233096 50.430389, -116.23398 50.429586, -116.234211 50.429345, -116.23452 50.429023, -116.23452 50.428711, -116.234509 50.42862, -116.234487 50.42844, -116.234585 50.428314, -116.234798 50.428283, -116.235027 50.428387, -116.235899 50.429268, -116.23666 50.430037, -116.23704 50.43042, -116.237105 50.430931, -116.236909 50.43166, -116.236726 50.431962, -116.236541 50.432268, -116.236467 50.43239, -116.236565 50.432953, -116.236712 50.433463, -116.236778 50.434026, -116.236834 50.434583, -116.236892 50.435183, -116.236906 50.435933, -116.23717 50.436701, -116.237055 50.43755, -116.236894 50.43818, -116.236726 50.438356)",panorama
Silky,easy,downhill,"LINESTRING (-116.230293 50.442554, -116.231081 50.442463, -116.232563 50.442093)",panorama
Boomerang,easy,downhill,"LINESTRING (-116.24486 50.445998, -116.24544 50.446162, -116.245852 50.446162, -116.246354 50.445982, -116.24744 50.445456, -116.247461 50.445568, -116.24669 50.446676, -116.246365 50.447068, -116.24638 50.447326)",panorama
